epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,460.969,0.54446,0.39913,0.83862,0.98994,0.98079,0.99379,0.88645,0.62805,0.43214,0.89226,0.000176982,0.000176982,0.000176982
179,463.463,0.53908,0.39785,0.83627,0.97985,0.99153,0.99379,0.88691,0.6326,0.42759,0.89585,0.000169908,0.000169908,0.000169908
180,466.014,0.53929,0.39861,0.83607,0.98023,0.99162,0.9939,0.89252,0.63033,0.42533,0.8954,0.000162835,0.000162835,0.000162835
181,468.307,0.53022,0.39842,0.83871,0.98389,0.98695,0.9941,0.88911,0.62563,0.42313,0.89224,0.000155761,0.000155761,0.000155761
182,470.701,0.52455,0.39055,0.83906,0.98279,0.98742,0.99413,0.89256,0.62405,0.4226,0.89121,0.000148687,0.000148687,0.000148687
183,473.081,0.54502,0.39726,0.83643,0.98203,0.98868,0.99425,0.89343,0.62599,0.41856,0.89281,0.000141614,0.000141614,0.000141614
184,475.408,0.56105,0.40421,0.8402,0.98468,0.99023,0.99437,0.89215,0.63327,0.41551,0.89698,0.00013454,0.00013454,0.00013454
185,477.779,0.52932,0.39235,0.83791,0.98533,0.99023,0.9944,0.89278,0.6388,0.41373,0.89911,0.000127467,0.000127467,0.000127467
186,480.14,0.54012,0.39569,0.84032,0.98522,0.99023,0.99429,0.88925,0.63923,0.41508,0.89729,0.000120393,0.000120393,0.000120393
187,482.468,0.53074,0.39531,0.8345,0.9851,0.99023,0.99441,0.89099,0.63529,0.41454,0.89606,0.00011332,0.00011332,0.00011332
188,484.909,0.51523,0.38939,0.83532,0.98213,0.99046,0.9943,0.89218,0.62811,0.41266,0.89529,0.000106246,0.000106246,0.000106246
189,487.289,0.53919,0.394,0.83503,0.98173,0.99065,0.9943,0.8929,0.62756,0.41171,0.89687,9.91726e-05,9.91726e-05,9.91726e-05
190,489.796,0.539,0.40133,0.83602,0.98395,0.98942,0.9943,0.89039,0.63546,0.41365,0.89998,9.20991e-05,9.20991e-05,9.20991e-05
191,508.08,0.50535,0.55661,0.82576,0.98422,0.98932,0.99428,0.89021,0.64142,0.41504,0.90156,8.50255e-05,8.50255e-05,8.50255e-05
192,511.417,0.50151,0.53126,0.82161,0.98405,0.98922,0.99335,0.89137,0.64232,0.41915,0.90107,7.7952e-05,7.7952e-05,7.7952e-05
193,513.936,0.49169,0.4879,0.8232,0.98207,0.99004,0.99336,0.89211,0.6411,0.42775,0.89935,7.08784e-05,7.08784e-05,7.08784e-05
194,516.082,0.50255,0.46509,0.82027,0.98398,0.98831,0.99332,0.88841,0.6433,0.43922,0.89938,6.38049e-05,6.38049e-05,6.38049e-05
195,518.091,0.48197,0.4407,0.81982,0.98353,0.9882,0.99332,0.88367,0.64933,0.44985,0.89996,5.67313e-05,5.67313e-05,5.67313e-05
196,520.189,0.47467,0.42421,0.8139,0.98288,0.98833,0.99332,0.88223,0.65331,0.45938,0.9006,4.96578e-05,4.96578e-05,4.96578e-05
197,522.36,0.47784,0.42413,0.81173,0.98163,0.9887,0.99333,0.88126,0.65197,0.46467,0.90024,4.25842e-05,4.25842e-05,4.25842e-05
198,524.451,0.48218,0.41861,0.81533,0.98132,0.98881,0.99329,0.8826,0.64969,0.46776,0.89912,3.55107e-05,3.55107e-05,3.55107e-05
199,526.53,0.46812,0.4062,0.81061,0.98116,0.98924,0.99316,0.88366,0.64685,0.46706,0.89801,2.84371e-05,2.84371e-05,2.84371e-05
200,528.676,0.46132,0.40116,0.81368,0.98106,0.98971,0.9931,0.88545,0.6432,0.46646,0.89685,2.13636e-05,2.13636e-05,2.13636e-05
